Los Angeles Chargers,Defensive Line,31350583.0
Los Angeles Chargers,Linebacker,5270374.0
Los Angeles Chargers,Offensive Line,27502391.0
Los Angeles Chargers,Passing,54528393.0
Los Angeles Chargers,Rushing,5417835.0
Los Angeles Chargers,Secondary,18723869.0
Los Angeles Chargers,Special Teams,1777645.0
Los Angeles Rams,Defensive Line,41341683.0
Los Angeles Rams,Linebacker,14735904.0
Los Angeles Rams,Offensive Line,29363516.0
Los Angeles Rams,Passing,23812960.0
Los Angeles Rams,Rushing,8408319.0
Los Angeles Rams,Secondary,33361188.0
Los Angeles Rams,Special Teams,7578551.0
Miami Dolphins,Defensive Line,38244972.0
Miami Dolphins,Linebacker,13648248.0
Miami Dolphins,Offensive Line,17925207.0
Miami Dolphins,Passing,32809667.0
Miami Dolphins,Rushing,3017610.0
Miami Dolphins,Secondary,16171195.0
Miami Dolphins,Special Teams,1689133.0
Minnesota Vikings,Defensive Line,36673595.0
Minnesota Vikings,Linebacker,17844387.0
Minnesota Vikings,Offensive Line,22721901.0
Minnesota Vikings,Passing,50805762.0
Minnesota Vikings,Rushing,8094025.0
Minnesota Vikings,Secondary,33394168.0
Minnesota Vikings,Special Teams,3230000.0
New England Patriots,Defensive Line,17020868.0
New England Patriots,Linebacker,15356668.0
New England Patriots,Offensive Line,17253020.0
New England Patriots,Passing,51894826.0
New England Patriots,Rushing,8675308.0
New England Patriots,Secondary,37878020.0
New England Patriots,Special Teams,7860000.0
New Orleans Saints,Defensive Line,27506682.0
New Orleans Saints,Linebacker,14615854.0
New Orleans Saints,Offensive Line,34396062.0
New Orleans Saints,Passing,40235926.0
New Orleans Saints,Rushing,7700840.0
New Orleans Saints,Secondary,14010759.0
New Orleans Saints,Special Teams,3280000.0
New York Giants,Defensive Line,6724656.0
New York Giants,Linebacker,29518000.0
New York Giants,Offensive Line,15085197.0
New York Giants,Passing,42129323.0
New York Giants,Rushing,6821390.0
New York Giants,Secondary,15060097.0
New York Giants,Special Teams,2200000.0
New York Jets,Defensive Line,17536477.0
New York Jets,Linebacker,8597744.0
New York Jets,Offensive Line,26990969.0
New York Jets,Passing,24974831.0
New York Jets,Rushing,1126562.0
New York Jets,Secondary,29859667.0
New York Jets,Special Teams,1908948.0
Oakland Raiders,Defensive Line,12215274.0
Oakland Raiders,Linebacker,10219844.0
Oakland Raiders,Offensive Line,17805643.0
Oakland Raiders,Passing,52223940.0
Oakland Raiders,Rushing,4302298.0
Oakland Raiders,Secondary,17282304.0
Oakland Raiders,Special Teams,1268504.0
Philadelphia Eagles,Defensive Line,36658292.0
Philadelphia Eagles,Linebacker,6629300.0
Philadelphia Eagles,Offensive Line,34676919.0
Philadelphia Eagles,Passing,44166418.0
Philadelphia Eagles,Rushing,2632378.0
Philadelphia Eagles,Secondary,9683320.0
Philadelphia Eagles,Special Teams,1672500.0
Pittsburgh Steelers,Defensive Line,18441798.0
Pittsburgh Steelers,Linebacker,13398744.0
Pittsburgh Steelers,Offensive Line,26348259.0
Pittsburgh Steelers,Passing,41594751.0
Pittsburgh Steelers,Rushing,3497176.0
Pittsburgh Steelers,Secondary,24480235.0
Pittsburgh Steelers,Special Teams,2565235.0
San Francisco 49ers,Defensive Line,20709028.0
San Francisco 49ers,Linebacker,10550120.0
San Francisco 49ers,Offensive Line,41852671.0
San Francisco 49ers,Passing,12815949.0
San Francisco 49ers,Rushing,5560586.0
San Francisco 49ers,Secondary,12035363.0
San Francisco 49ers,Special Teams,3134138.0
Seattle Seahawks,Defensive Line,10624024.0
Seattle Seahawks,Linebacker,25474109.0
Seattle Seahawks,Offensive Line,22377225.0
Seattle Seahawks,Passing,45751240.0
Seattle Seahawks,Rushing,5182604.0
Seattle Seahawks,Secondary,12245760.0
Seattle Seahawks,Special Teams,3197537.0
Tampa Bay Buccaneers,Defensive Line,48968992.0
Tampa Bay Buccaneers,Linebacker,11180589.0
Tampa Bay Buccaneers,Offensive Line,22898202.0
Tampa Bay Buccaneers,Passing,54008704.0
Tampa Bay Buccaneers,Rushing,3515801.0
Tampa Bay Buccaneers,Secondary,13315734.0
Tampa Bay Buccaneers,Special Teams,3889412.0
Tennessee Titans,Defensive Line,11879403.0
Tennessee Titans,Linebacker,30581023.0
Tennessee Titans,Offensive Line,26766265.0
Tennessee Titans,Passing,20118244.0
Tennessee Titans,Rushing,5917977.0
Tennessee Titans,Secondary,14873514.0
Tennessee Titans,Special Teams,7718000.0
Washington Redskins,Defensive Line,11701129.0
Washington Redskins,Linebacker,23749223.0
Washington Redskins,Offensive Line,23821562.0
Washington Redskins,Passing,12165426.0
Washington Redskins,Rushing,4992784.0
Washington Redskins,Secondary,23041044.0
Washington Redskins,Special Teams,3433990.0
